Incident_Nr,Arrest_Date,Officer,Officer_Last_Name,Officer_Badge_Id,Arrest_Nr,Age,Gender,Race,Charge
190000066147-001,10/16/2019,D. Anderson #13226,Anderson,13226,A19000103581,30,Male,White,Public Intoxication - Alcohol
190000066183-001,10/16/2019,Mueller 11926,Mueller,11926,A19000103585,23,Male,White,BURGLARY OF HABITATION
190000066183-002,10/16/2019,Mueller 11926,Mueller,11926,A19000103586,26,Male,Black,BURGLARY OF HABITATION
190000066304-001,10/16/2019,A. Greenwood #13408,Greenwood,13408,A19000103584,62,Male,White,DRIVING WHILE INTOXICATED
190000066363-001,10/17/2019,D. Morenz #421/13289,Morenz,13289,A19000103589,40,Male,White,DRIVING WHILE INTOXICATED
190000066371-001,10/17/2019,A. Greenwood #13408,Greenwood,13408,A19000103587,30,Male,Amer Indian/Alaskan,Public Intoxication - Alcohol
190000066432-001,10/22/2019,Dehkordi 13217,Dehkordi,13217,A19000103625,27,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000066475-001,10/17/2019,Sembera 11295,Sembera,11295,A19000103590,19,Female,White,CRIMINAL TRESPASS
190000066479-001,10/17/2019,Mueller,Mueller,,C19001059366,63,Male,White,Assault Physical Contact
190000066519-001,10/17/2019,Tureaud #12967,Tureaud,12967,A19000103591,24,Male,White,
190000066567-001,10/17/2019,Murphy 13196,Murphy,13196,A19000103592,31,Male,White,POSS CS PG 3 < 28G
190000066567-002,10/17/2019,Anderson,Anderson,,A19000103593,62,Male,White,POSS MARIJ <2OZ
190000066582-001,10/28/2019,T Davidson 12617/#468,Davidson,12617,A19000103656,22,Male,White,SEXUAL ASSAULT
190000066607-001,10/18/2019,D. Morenz #421/13289,Morenz,13289,A19000103594,23,Male,White,UNL POSS FIREARM BY FELON
190000066702-001,10/18/2019,Sarver,Sarver,,A19000103598,62,Male,White,DRIVING WHILE INTOXICATED
190000066747-001,10/22/2019,Castillo,Castillo,,C19001088664,34,Male,White,Assault Physical Contact
190000066763-001,10/18/2019,Contreras 12772,Contreras,12772,A19000103597,37,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
190000066771-001,10/18/2019,J Williams,Williams,,C19001052065,21,Female,White,Poss of Drug Paraphernalia - Pipe
190000066771-002,10/18/2019,Willaims,Williams,,C19001052066,18,Female,White,Poss of Drug Paraphernalia - Container
190000066785-001,10/18/2019,J. Williams #13199-472,Williams,13199,A19000103596,32,Male,White,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
190000066791-001,10/18/2019,D. Anderson #13226,Anderson,13226,A19000103595,23,Male,Black,Interfer W/emergency Req For Assistance
190000066810-001,10/18/2019,Melendrez,Melendrez,,C19001058108,23,Male,White,Poss of Drug Paraphernalia - General
190000066827-001,10/19/2019,,,,A19000103607,26,Male,White,Fail To Identify Fugitive Intent Give Fa
190000066836-001,10/19/2019,Crook 11910,Crook,11910,A19000103606,28,Male,White,INTERFER W/PUBLIC DUTIES
190000066836-002,10/19/2019,Tennant 13045,Tennant,13045,A19000103599,27,Male,White,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
190000066845-001,10/19/2019,Melendrez 13301,Melendrez,13301,A19000103604,50,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000066854-001,10/19/2019,D. Anderson #13226,Anderson,13226,A19000103601,19,Male,Black,POSS MARIJ <2OZ
190000066901-001,10/19/2019,P Stephens,Stephens,,A19000103600,37,Male,White,CREDIT CARD OR DEBIT CARD ABUSE
190000066972-001,10/19/2019,Seals 12747/480,Seals,12747,A19000010360,54,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000066973-001,10/20/2019,,,,00F19406JP12,32,Male,White,Viol Bond/protective Order 2+ Times W/i
190000066984-001,10/19/2019,Scott 11908,Scott,11908,A19000103605,39,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
190000066989-001,10/19/2019,Mueller 11926,Mueller,11926,A19000103603,22,Male,White,POSS CS PG 1 <1G
190000067017-001,10/20/2019,Crook 11910,Crook,11910,A19000103608,20,Male,Black,Purchase Furnish Alcohol To A Minor
190000067030-001,10/20/2019,Loring 13290,Loring,13290,A19000103612,43,Female,White,Public Intoxication - Other Substance
190000067032-001,10/20/2019,Tureaud,Tureaud,,C19001066604,,Unknown,Unknown,DOC - Noise Unreasonable
190000067032-002,10/20/2019,Tureaud,Tureaud,,C19001066605,20,Female,White,DOC - Noise Unreasonable
190000067032-003,10/20/2019,Tureaud,Tureaud,,C19001066606,20,Male,White,DOC - Noise Unreasonable
190000067035-001,10/20/2019,Crook,Crook,,C19001050722,,Unknown,Unknown,Driving Under Influence of Alcohol - Min
190000067055-001,10/20/2019,Tureaud #12967,Tureaud,12967,A19000103615,26,Male,White,Public Intoxication - Alcohol
190000067062-001,10/20/2019,Mueller 11926,Mueller,11926,A19000103611,23,Female,White,Fail To Identify Giving False/fictitious
190000067069-001,10/20/2019,Loring 13290,Loring,13290,A19000103609,24,Male,Black,DRIVING WHILE INTOXICATED
190000067081-001,10/20/2019,Mendoza 435,Mendoza,,A19000103610,52,Male,White,Criminal Mischief >=$100<$750
190000067106-001,10/20/2019,Foster,Foster,,C19001072462,24,Female,White,Theft under $100
190000067121-001,10/20/2019,Foster,Foster,,C19001072463,20,Female,Black,Theft under $100
190000067121-002,10/20/2019,Foster,Foster,,C19001072464,20,Female,White,Theft under $100
190000067121-003,10/20/2019,Foster,Foster,,C19001072465,19,Female,Black,Theft under $100
190000067173-001,10/20/2019,Mueller 11926,Mueller,11926,A19000103614,24,Male,Black,
190000067186-001,10/18/2019,Melendrez,Melendrez,,C19001058109,23,Male,White,Poss of Drug Paraphernalia - General
190000067196-001,10/20/2019,J. Williams,Williams,,A19000103613,40,Male,White,
190000067207-001,10/21/2019,Williamson 436/13292,Williamson,13292,A19000103616,25,Male,Black,Terroristic Threat Of Family/household
190000067217-001,10/21/2019,Dehkordi 13217,Dehkordi,13217,A19000103617,22,Female,White,DRIVING WHILE INTOXICATED
190000067335-001,10/21/2019,10364,,10364,00F19407JJP1,32,Male,White,CONTINUOUS VIOLENCE AGAINST THE FAMILY
190000067402-001,10/21/2019,A. Greenwood #13408,Greenwood,13408,A19000103618,21,Female,White,
190000067403-001,10/21/2019,Blackwood #12741,Blackwood,12741,A19000103619,26,Female,Black,
190000067405-001,10/21/2019,M. Alvarado #428/13100,Alvarado,13100,A19000103621,34,Male,White,POSS CS PG 1 <1G
190000067423-001,10/21/2019,D. Morenz #421/13289,Morenz,13289,A19000103620,27,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000067517-001,10/22/2019,Harrison 10198,Harrison,10198,A19000103624,40,Male,White,
190000067526-001,10/22/2019,Castillo,Castillo,,C19001088662,65,Male,White,DOC - Fighting
190000067526-002,10/22/2019,,,,C19001088663,20,Male,White,DOC - Fighting
190000067593-001,10/22/2019,Osborne,Osborne,,C19001076698,32,Male,White,Theft under $100
190000067639-001,10/31/2019,Osborne 12620,Osborne,12620,A19000103668,26,Male,White,Viol Bond/protective Order
190000067653-001,10/22/2019,Osborne 12620,Osborne,12620,A19000103626,58,Male,Black,
190000067660-001,10/22/2019,Greenwood,Greenwood,,C19001050731,25,Male,Unknown,DOC - Noise Unreasonable
190000067732-001,10/23/2019,M. Taylor #420,Taylor,,A19000103627,35,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000067777-001,10/23/2019,Foster 13361,Foster,13361,A19000103628,27,Male,White,Public Intoxication - Alcohol
190000067822-001,10/31/2019,J. Bender 11563/444,Bender,11563,A19000103669,18,Male,White,AGG ASSAULT W/DEADLY WEAPON
190000067839-001,10/23/2019,Scott 11908,Scott,11908,A19000103629,52,Male,White,CRIMINAL TRESPASS
190000067855-001,10/23/2019,J. Williams,Williams,,A19000103632,19,Female,White,Theft Prop >=$100<$750
190000067873-001,10/23/2019,Crook 11910,Crook,11910,A19000103631,26,Male,White,Theft under $100
190000067880-001,10/23/2019,Mueller 11926,Mueller,11926,A19000103630,22,Male,White,POSS CS PG 1 <1G
190000067893-001,10/23/2019,Crook,Crook,,C19001085562,22,Male,White,Poss of Drug Paraphernalia - General
190000067908-001,10/24/2019,Crook 11910,Crook,11910,A19000103634,25,Female,White,DRIVING WHILE INTOXICATED
190000067917-001,10/24/2019,Anderson 13226,Anderson,13226,A19000103636,22,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000067917-002,10/24/2019,Anderson 13226,Anderson,13226,A19000103635,22,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000067921-001,10/24/2019,Mueller 11926,Mueller,11926,A19000103633,28,Male,White,Public Intoxication - Alcohol
190000067965-001,10/24/2019,Marroquin 13093,Marroquin,13093,A19000103637,43,Male,Black,
190000067980-001,10/24/2019,Castillo 11969,Castillo,11969,A19000103638,18,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000068124-001,10/25/2019,Anderson,Anderson,,C19001076499,24,Male,White,Poss of Drug Paraphernalia - General
190000068128-001,10/25/2019,D. Anderson #13226,Anderson,13226,A19000103640,24,Male,White,EVADING ARREST DETENTION
190000068133-001,10/25/2019,Mueller 11926,Mueller,11926,A19000103639,24,Male,White,POSS CS PG 1 <1G
190000068141-001,10/25/2019,D. Anderson #13226,Anderson,13226,A19000103641,37,Male,White,FLEEING POLICE OFFICER
190000068303-001,10/25/2019,Wisener 12586,Wisener,12586,A19000010364,48,Male,White,Public Intoxication - Other Substance
190000068351-001,10/26/2019,Wisener,Wisener,,C19001076702,21,Male,White,DOC - Noise Unreasonable
190000068351-002,10/26/2019,Wisener,Wisener,,C19001076704,22,Male,White,
190000068365-001,10/26/2019,Tureaud,Tureaud,,C19001066610,23,Male,White,DOC - Noise Unreasonable
190000068365-002,10/26/2019,Tureaud,Tureaud,,C19001066611,22,Male,White,DOC - Noise Unreasonable
190000068373-001,10/26/2019,A. Greenwood #13408,Greenwood,13408,A19000103647,21,Male,White,ASSAULT CAUSES BODILY INJ
190000068380-001,10/26/2019,Osborne,Osborne,,C19001083575,20,Male,White,DOC - Noise Unreasonable
190000068380-002,10/26/2019,Osborne,Osborne,,C19001083576,20,Male,White,DOC - Noise Unreasonable
190000068380-003,10/26/2019,Osborne,Osborne,,C19001083577,21,Male,White,DOC - Noise Unreasonable
190000068380-004,10/26/2019,Osborne,Osborne,,C19001083578,,Unknown,Unknown,DOC - Noise Unreasonable
190000068380-005,10/26/2019,Tureaud,Tureaud,,C19001066612,19,Male,White,Minor Consuming Alcohol
190000068390-001,10/26/2019,A. Greenwood #13408,Greenwood,13408,A19000103646,21,Female,White,Public Intoxication - Alcohol
190000068495-001,10/27/2019,,,,C19001060936,50,Male,White,Assault Physical Contact
190000068498-001,10/26/2019,A. Greenwood #13408,Greenwood,13408,A19000103644,19,Female,White,ENGAGE IN ORGANIZED CRIMINAL ACTIVITY
190000068498-002,10/26/2019,A. Greenwood #13408,Greenwood,13408,A19000103645,19,Female,White,ENGAGE IN ORGANIZED CRIMINAL ACTIVITY
190000068498-003,10/26/2019,A. Greenwood #13408,Greenwood,13408,A19000103649,19,Female,Black,ENGAGE IN ORGANIZED CRIMINAL ACTIVITY
190000068505-001,10/26/2019,Bennett 13023,Bennett,13023,A19000103648,18,Female,White,
190000068535-001,10/27/2019,Verver 11935,Verver,11935,A19000103653,26,Male,White,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
190000068543-001,10/27/2019,Morenz,Morenz,,C19001060930,19,Female,White,
190000068543-002,10/27/2019,Morenz,Morenz,,C19001060931,20,Female,White,
190000068543-003,10/27/2019,Morenz,Morenz,,C19001060932,23,Female,White,
190000068543-004,10/27/2019,Morenz,Morenz,,C19001060933,20,Female,White,
190000068543-005,10/27/2019,Morenz,Morenz,,C19001060934,20,Female,Unknown,
190000068544-001,10/27/2019,Tureayd,Tureaud,,C19001066613,23,Male,Black,DOC - Noise Unreasonable
190000068547-001,10/27/2019,A. Greenwood #13408,Greenwood,13408,A19000103654,20,Female,White,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
190000068560-001,12/18/2019,Poorboy 304,Poorboy,,A19000103983,21,Male,White,Tamper/fabricate Phys Evid W/intent To I
190000068560-002,11/25/2019,,,,00F19449JP12,24,Male,White,AGG ASSAULT CAUSES SERIOUS BODILY INJ
190000068560-003,11/25/2019,,,,00F19450JP12,23,Male,White,AGG ASSAULT CAUSES SERIOUS BODILY INJ
190000068560-004,12/18/2019,,,,00F19516JP12,28,Male,White,AGG ASSAULT CAUSES SERIOUS BODILY INJ
190000068560-005,12/19/2019,,,,00M19275JP12,24,Male,White,ASSAULT CAUSES BODILY INJ
190000068563-001,10/27/2019,Wisener 12586,Wisener,12586,A19000103655,25,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
190000068576-001,10/27/2019,Gonzales 12911,Gonzales,12911,A19000103652,21,Male,White,
190000068620-001,10/27/2019,Sembera 11295,Sembera,11295,A19000103650,22,Male,White,Theft Prop >=$100<$750
190000068620-002,10/27/2019,SEMBERA 11295,Sembera,11295,A19000103651,19,Male,White,Theft Prop >=$100<$750
190000068646-001,11/9/2019,Alvarado 13100,Alvarado,13100,A19000103734,35,Male,White,"Theft Prop >=$2,500<$30k"
190000068669-001,10/27/2019,Wisener,Wisener,,C19001076708,19,Male,White,Park curfew
190000068669-002,10/27/2019,Wisener,Wisener,,C19001076709,19,Male,White,Park curfew
190000068770-001,10/28/2019,Charleswell 11125,Charleswell,11125,A19000103658,50,Male,Black,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
190000068830-001,10/28/2019,Slaughter,Slaughter,,C19001074671,,Male,Black,Poss of Drug Paraphernalia - General
190000068887-001,10/28/2019,Scott 11908,Scott,11908,A19000103657,32,Female,White,FRAUD USE/POSS IDENTIFYING INFO # ITEMS
190000068887-002,10/28/2019,Scott 11908,Scott,11908,A19000103660,41,Male,White,FRAUD USE/POSS IDENTIFYING INFO # ITEMS
190000068925-001,10/28/2019,Mueller 11926,Mueller,11926,A19000103659,57,Male,White,
190000068945-001,10/29/2019,Crook 11910,Crook,11910,A19000103664,19,Male,White,Reckless Driving
190000068952-001,10/29/2019,Mueller 11926,Mueller,11926,A19000103661,21,Male,White,EVADING ARREST DETENTION
190000068953-001,10/29/2019,Collier # 13291 / 433,Collier,13291,A19000103662,43,Male,White,
190000068954-001,10/29/2019,Putnam,Putnam,,C19001057112,34,Male,White,DOC - Window Peeping
190000068960-001,10/29/2019,Dehkordi 13217,Dehkordi,13217,A19000103663,31,Female,Black,Assault Physical Contact
190000069111-001,10/29/2019,Putnam 12768,Putnam,12768,A19000103667,33,Male,White,DRIVING WHILE INTOXICATED
190000069130-001,10/29/2019,Collier # 13291 / 433,Collier,13291,A19000001036,41,Male,Black,Criminal Mischief >=$100<$750
190000069137-001,10/29/2019,Putnam,Putnam,,C19001057113,25,Female,White,DOC - Noise Unreasonable
190000069147-001,10/30/2019,Crook 11910,Crook,11910,A19000103666,36,Male,White,Assault Physical Contact
190000069635-001,11/1/2019,Cope/459/12618,Cope,12618,A19000103670,23,Male,Black,ASSAULT PEACE OFFICER/JUDGE
190000069659-001,11/1/2019,Alvarado,Alvarado,,C19001050734,20,Female,Black,DOC - Noise Unreasonable
190000069670-001,11/1/2019,Alvarado,Alvarado,,C19001050735,21,Female,White,DOC - Noise Unreasonable
190000069676-001,11/1/2019,Gonzales,Gonzales,,C19001083086,25,Male,White,VOCO - Urinating in Public
190000069678-001,12/7/2019,Ellingson 11845,Ellingson,11845,A19000103907,51,Male,White,AGG ASSAULT W/DEADLY WEAPON
190000069680-001,11/1/2019,Murphy 13196,Murphy,13196,A19000103674,21,Male,White,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
190000069704-001,11/1/2019,Tureaud #12967,Tureaud,12967,A19000103672,23,Male,White,
190000069704-002,11/1/2019,Tureaud #12967,Tureaud,12967,A19000103675,23,Male,White,
190000069704-003,11/1/2019,A. Greenwood #13408,Greenwood,13408,A19000103673,22,Female,White,Public Intoxication - Alcohol
190000069704-004,11/1/2019,Osborne,Osborne,,C19001068312,19,Male,White,Minor Consuming Alcohol
190000069732-001,11/1/2019,Bennett 13023,Bennett,13023,A19000103671,21,Female,White,Public Intoxication - Alcohol
190000069764-001,11/1/2019,Bradshaw 426,Bradshaw,,A19000103677,18,Male,Black,
190000069852-001,11/1/2019,V. Fischer 12311,Fischer,12311,A19000103678,25,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000069928-001,11/1/2019,D. Anderson #13226,Anderson,13226,A19000103679,32,Male,White,FAIL TO IDENTIFY FUGITIVE INTENT GIVE FA
190000069941-001,11/1/2019,D. Morenz #421/13289,Morenz,13289,A19000103680,24,Male,Black,Public Intoxication - Alcohol
190000069980-001,11/2/2019,Mueller 11926,Mueller,11926,A19000103681,25,Male,White,DRIVING WHILE INTOXICATED
190000069985-001,11/2/2019,Dehkordi 13217,Dehkordi,13217,A19000103682,24,Male,Black,Assault Physical Contact
190000069988-001,11/2/2019,D. Anderson #13226,Anderson,13226,A19000103683,20,Male,White,Driving Under Influence of Alcohol - Min
190000069995-001,11/2/2019,Collier # 13291 / 433,Collier,13291,A19000103684,23,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000070023-001,11/2/2019,Foster 13361,Foster,13361,A19000103685,22,Male,White,Assault Physical Contact
190000070052-001,11/2/2019,Contreras 12772,Contreras,12772,A19000103686,58,Male,White,POSS CS PG 1 >=1G<4G
190000070059-001,11/2/2019,Putnam 12768,Putnam,12768,A19000103687,27,Female,White,Public Intoxication - Alcohol
190000070077-001,11/2/2019,Dehkordi 13217,Dehkordi,13217,A19000103688,57,Female,White,
190000070080-001,11/2/2019,,,,C19001078838,45,Male,White,Open Container
190000070081-001,11/2/2019,J. Williams,Williams,,A19000103690,53,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000070081-002,11/2/2019,J. Williams,Williams,,A19000103689,34,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
190000070099-001,11/2/2019,Mueller 11926,Mueller,11926,A19000103691,28,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
190000070141-001,11/3/2019,Mueller 11926,Mueller,11926,A19000103692,65,Male,White,DRIVING WHILE INTOXICATED
190000070144-001,11/3/2019,Melendrez 13301,Melendrez,13301,A19000103693,34,Male,White,Proh Weapon
190000070148-001,11/3/2019,Scott 11908,Scott,11908,A19000103694,47,Male,White,DRIVING WHILE INTOXICATED
190000070159-001,11/3/2019,Tureaud #12967,Tureaud,12967,A19000103695,24,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
190000070167-001,11/3/2019,COPE,Cope,,A19000103700,29,Male,White,Public Intoxication - Alcohol
190000070176-001,11/3/2019,Loring 13290,Loring,13290,A19000103696,23,Male,White,DRIVING WHILE INTOXICATED
190000070193-001,11/7/2019,Foster 13361,Foster,13361,A19000103727,35,Male,White,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
190000070210-001,11/3/2019,,,,A19000103697,40,Female,White,
190000070295-001,11/3/2019,D. Morenz #421/13289,Morenz,13289,A19000103698,43,Male,White,Assault Physical Contact
190000070320-001,11/4/2019,Mueller 11926,Mueller,11926,C19000003428,21,Female,Black,POSS MARIJ <2OZ
190000070417-001,11/4/2019,,,,C19001088684,24,Female,Black,
190000070417-002,11/4/2019,,,,C19001088685,35,Female,Black,
190000070417-003,11/4/2019,,,,C19001057127,45,Female,White,
190000070417-004,11/4/2019,,,,C19001057128,57,Female,Black,
190000070457-001,11/4/2019,,,,C19001084383,35,Female,White,Theft under $100
190000070478-001,11/4/2019,Castillo 430,Castillo,,A19000103701,20,Male,White,POSS MARIJ >2OZ<=4OZ
190000070478-002,11/4/2019,Castillo 430,Castillo,,A19000103702,18,Female,White,POSS MARIJ >2OZ<=4OZ
190000070527-001,11/4/2019,,,,C19001063977,27,Male,Black,Theft under $100
190000070531-001,11/4/2019,Osborne 12620,Osborne,12620,A19000103703,21,Female,White,
190000070546-001,11/4/2019,Wisener 12586,Wisener,12586,A19000103704,25,Male,White,AGG ASSAULT W/DEADLY WEAPON
190000070554-001,11/4/2019,D. Morenz #421/13289,Morenz,13289,A19000103705,44,Male,White,DRIVING WHILE INTOXICATED
190000070559-001,11/5/2019,Sparenberg 11930,Sparenberg,11930,A19000103706,29,Male,White,Reckless Driving
190000070563-001,11/5/2019,M. Alvarado #428/13100,Alvarado,13100,A19000103707,27,Male,White,BURGLARY OF HABITATION
190000070578-001,11/5/2019,D. Morenz #421/13289,Morenz,13289,A19000103708,47,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
